No compte;Date;Operation
05000280187;29/06/2021;186,09
05000280187;27/07/2021;93,76
05000280187;18/07/2021;152,28
05000280187;06/07/2021;189,81
05000280187;29/06/2021;4,38
05000280187;17/07/2021;121,78
05000280187;18/07/2021;163,32
05000280187;10/06/2021;117,09
05000280187;25/06/2021;109,52
05000280187;03/07/2021;182,31
05000280187;23/07/2021;169,37
05000279203;05/06/2021;11,78
05000279203;14/07/2021;124,56
05000279203;13/06/2021;24,43
05000279203;11/06/2021;104,89
05000279203;14/06/2021;25,32
05000279203;22/07/2021;147,29
05000279203;19/06/2021;196,03
05000279203;06/06/2021;98,30
05000279203;26/06/2021;178,39
05000279203;25/07/2021;16,62
05000279203;07/07/2021;138,94
05000279203;23/07/2021;68,54
05000279203;25/07/2021;57,83
05000279203;20/07/2021;48,82
05000279203;21/07/2021;195,80
05000279203;10/07/2021;191,18
05000279203;01/06/2021;142,20
05000279203;21/07/2021;191,39
05000279203;06/06/2021;151,29
05000278833;07/07/2021;174,23
05000278833;09/06/2021;20,36
05000278833;09/06/2021;79,87
05000278833;15/06/2021;147,64
05000278833;28/07/2021;136,47
05000278833;20/07/2021;101,59
05000278833;13/06/2021;119,41
05000278833;24/06/2021;28,31
05000278833;08/07/2021;8,03
05000278833;28/07/2021;129,19
05000278833;02/06/2021;1,92
05000278833;23/07/2021;138,39
05000278833;08/07/2021;62,20
05000278833;23/06/2021;168,34
05000278833;02/07/2021;76,24
05000278833;26/06/2021;16,18
05000278833;05/06/2021;43,74
05000278833;24/06/2021;185,07
05000278833;12/07/2021;58,99
05000278833;24/06/2021;94,38
05000278156;02/06/2021;13,43
05000278156;23/06/2021;188,36
05000278156;19/07/2021;123,07
05000278156;17/07/2021;50,03
05000278156;28/06/2021;86,81
05000278156;01/07/2021;156,61
05000278156;12/06/2021;149,23
05000278156;04/06/2021;154,92
05000278156;21/06/2021;134,87
05000278156;21/07/2021;162,93
05000278156;14/06/2021;139,03
05000278156;20/06/2021;78,04
05000278156;29/07/2021;197,28
05000278156;19/07/2021;169,19
05000278156;10/07/2021;130,40
05000278156;29/06/2021;127,63
05000278156;27/06/2021;198,63
05000278156;01/06/2021;64,74
05000278156;13/06/2021;114,88
05000276159;07/06/2021;130,87
05000276159;16/07/2021;36,00
05000276159;02/07/2021;60,18
05000276159;14/07/2021;77,17
05000276159;04/07/2021;106,96
05000276159;19/06/2021;180,33
05000276159;27/06/2021;142,61
05000276159;09/06/2021;94,57
05000276159;13/06/2021;173,00
05000276159;17/07/2021;138,60
05000276159;18/06/2021;60,04
05000276159;19/07/2021;50,16
05000276159;19/07/2021;189,63
05000273911;04/07/2021;127,62
05000273911;23/06/2021;112,55
05000273911;02/06/2021;145,72
05000273911;24/07/2021;21,10
05000273911;30/06/2021;75,83
05000273911;03/06/2021;165,50
05000273911;17/06/2021;50,21
05000273911;27/07/2021;54,81
05000273911;09/07/2021;53,58
05000273911;30/06/2021;187,67
05000273911;26/07/2021;135,78
05000273911;20/07/2021;146,89
05000273911;03/07/2021;179,37
05000273911;20/06/2021;181,43
05000273911;26/06/2021;46,26
05000273911;13/06/2021;91,28
05000273911;18/07/2021;145,66
05000273911;12/07/2021;199,20
05000273911;02/06/2021;15,66
05000272286;24/06/2021;148,21
05000272286;21/07/2021;49,32
05000272286;08/06/2021;95,50
05000272286;12/06/2021;106,03
05000272286;26/07/2021;166,65
05000272286;14/07/2021;115,20
05000272286;18/07/2021;4,96
05000272286;22/06/2021;134,17
05000272286;03/07/2021;186,78
05000272286;20/07/2021;16,98
05000272286;15/07/2021;175,00
05000272286;16/06/2021;11,03
05000272286;23/07/2021;21,59
05000272286;30/06/2021;59,04
05000272286;13/06/2021;15,05
05000272286;25/07/2021;23,37
05000272286;15/07/2021;131,41
05000271961;22/06/2021;174,35
05000271961;18/06/2021;74,96
05000271961;14/07/2021;138,88
05000271961;16/06/2021;15,62
05000271961;22/06/2021;193,24
05000271961;30/07/2021;61,55
05000271961;14/07/2021;122,55
05000271961;08/06/2021;127,82
05000271961;23/06/2021;84,11
05000271961;28/06/2021;100,64
05000271961;28/06/2021;103,56
05000271961;25/06/2021;130,14
05000271961;08/07/2021;77,59
05000271961;31/07/2021;12,68
05000271961;01/06/2021;139,28
05000271961;03/07/2021;158,73
05000271961;24/07/2021;133,17
05000271961;13/06/2021;36,95
05000271961;09/06/2021;158,59
05000271961;23/06/2021;116,05
05000271961;11/07/2021;196,88
05000271961;24/07/2021;145,66
05000271961;12/07/2021;75,24
05000271961;12/06/2021;73,05
05000271961;20/06/2021;35,88
05000271961;19/07/2021;173,08
05000271961;24/07/2021;92,26
05000271015;28/07/2021;94,49
05000271015;11/07/2021;174,53
05000271015;26/06/2021;8,37
05000271015;28/07/2021;92,02
05000271015;05/07/2021;128,53
05000271015;14/07/2021;13,11
05000271015;25/07/2021;193,51
05000271015;15/06/2021;159,37
05000271015;10/07/2021;114,39
05000271015;18/06/2021;88,00
05000271015;14/07/2021;52,71
05000271015;05/07/2021;187,75
05000271015;19/07/2021;127,20
05000271015;22/07/2021;17,75
05000271015;31/07/2021;110,59
05000271015;30/07/2021;90,31
05000271015;18/06/2021;132,45
05000271015;19/06/2021;127,20
05000269707;14/07/2021;105,92
05000269707;07/06/2021;185,24
05000269707;29/06/2021;41,96
05000269707;09/06/2021;9,76
05000269707;23/07/2021;152,06
05000269707;11/07/2021;4,72
05000269707;29/06/2021;52,36
05000269707;05/07/2021;135,85
05000269707;19/07/2021;141,64
05000269707;16/07/2021;60,54
05000269707;10/06/2021;90,00
05000269707;20/07/2021;12,06
05000269707;12/07/2021;19,72
05000269707;04/07/2021;128,63
05000269707;12/07/2021;120,48
05000269707;28/07/2021;22,05
05000269707;29/06/2021;167,67
05000269707;10/07/2021;5,09
05000269707;22/07/2021;73,71
05000269707;01/07/2021;188,92
05000269010;22/07/2021;175,17
05000269010;12/07/2021;7,75
05000269010;11/06/2021;176,24
05000269010;22/06/2021;44,91
05000269010;24/07/2021;58,93
05000269010;18/06/2021;17,76
05000269010;18/07/2021;72,94
05000269010;11/07/2021;168,74
05000269010;15/07/2021;165,65
05000269010;03/06/2021;61,08
05000269010;29/07/2021;159,84
05000269010;02/06/2021;190,29
05000269010;25/06/2021;75,22
05000269010;17/06/2021;188,30
05000269010;11/07/2021;99,47
05000269010;04/06/2021;80,66
05000269010;27/07/2021;121,92
05000269010;04/07/2021;2,36
05000269010;04/06/2021;149,55
05000269010;06/06/2021;91,69
05000269010;22/06/2021;15,87
05000269010;22/06/2021;63,12
05000269010;28/06/2021;39,12
05000269010;24/06/2021;106,88
05000269010;26/06/2021;109,75
05000269010;19/06/2021;96,43
05000269010;24/06/2021;153,65
05000269010;14/07/2021;46,99
05000268065;14/07/2021;190,02
05000268065;30/07/2021;161,45
05000268065;30/07/2021;92,56
05000268065;03/07/2021;52,57
05000268065;12/07/2021;58,86
05000268065;03/07/2021;13,19
05000268065;19/07/2021;73,14
05000268065;01/07/2021;78,09
05000268065;23/06/2021;139,39
05000268065;06/06/2021;56,28
05000268065;15/06/2021;106,38
05000268065;24/06/2021;26,75
05000268065;24/06/2021;101,56
05000268065;27/07/2021;96,43
05000268065;17/07/2021;156,73
05000268065;08/07/2021;84,20
05000268065;12/06/2021;144,96
05000268065;09/07/2021;3,30
05000268065;26/06/2021;178,72
05000268065;05/07/2021;163,72
05000268065;07/07/2021;168,08
05000268065;08/06/2021;181,03
05000268065;21/07/2021;124,82
05000268065;17/06/2021;106,73
05000268065;21/07/2021;115,72
05000268065;26/07/2021;189,93
05000268065;23/07/2021;63,95
05000256575;08/07/2021;167,48
05000256575;27/07/2021;29,91
05000256575;08/06/2021;61,07
05000256575;17/07/2021;176,76
05000256575;26/07/2021;80,24
05000256575;21/06/2021;154,03
05000256575;10/07/2021;189,56
05000256575;07/06/2021;188,98
05000256575;09/07/2021;49,58
05000256575;22/07/2021;4,87
05000256575;30/07/2021;172,34
05000256575;20/06/2021;185,14
05000256575;31/07/2021;92,71
05000256575;15/07/2021;176,57
05000256575;14/06/2021;36,13
05000256575;01/06/2021;98,95
05000256575;20/07/2021;15,18
05000256575;18/07/2021;179,07
05000256575;08/07/2021;58,10
05000256575;08/06/2021;90,52
05000256575;26/07/2021;139,35
05000256575;20/07/2021;165,52
05000254753;03/06/2021;23,75
05000254753;29/07/2021;95,14
05000254753;09/06/2021;188,16
05000254753;18/07/2021;177,07
05000254753;10/06/2021;41,75
05000254753;06/06/2021;158,55
05000254753;10/07/2021;169,00
05000254753;01/06/2021;99,92
05000254753;04/06/2021;14,72
05000254753;04/07/2021;95,33
05000254753;24/06/2021;98,23
05000254753;11/07/2021;74,16
05000254753;10/07/2021;88,25
05000254753;24/06/2021;79,35
05000254753;27/06/2021;81,16
05000253287;14/06/2021;91,09
05000253287;06/07/2021;105,05
05000253287;28/07/2021;17,74
05000253287;06/07/2021;147,20
05000253287;27/06/2021;185,90
05000253287;06/07/2021;17,21
05000253287;24/07/2021;12,75
05000253287;09/06/2021;125,79
05000253287;22/07/2021;120,34
05000253287;12/07/2021;157,80
05000253287;21/07/2021;20,60
05000253287;02/07/2021;73,17
05000253287;20/07/2021;35,87
05000253287;04/07/2021;102,02
05000253287;30/06/2021;32,46
05000253287;03/07/2021;50,58
05000253287;04/07/2021;31,12
05000253287;07/06/2021;100,38
05000253287;20/06/2021;185,97
05000253287;16/06/2021;178,67
05000253287;01/07/2021;50,96
05000253287;04/07/2021;49,23
05000253287;29/06/2021;51,02
05000253287;10/07/2021;165,46
05000253287;11/06/2021;1,49
05000253287;31/07/2021;99,98
05000250427;29/07/2021;101,14
05000250427;15/07/2021;61,69
05000250427;06/06/2021;2,04
05000250427;20/06/2021;147,64
05000250427;16/07/2021;146,50
05000250427;08/07/2021;186,77
05000250427;01/07/2021;33,84
05000250427;26/07/2021;104,27
05000250427;19/07/2021;67,70
05000250427;15/06/2021;36,50
05000250427;21/07/2021;99,24
05000250427;28/06/2021;30,07
05000250427;23/07/2021;22,36
05000250427;22/06/2021;95,86
05000250427;27/07/2021;75,95
05000250427;27/06/2021;195,16
05000250427;29/06/2021;82,05
05000250427;11/06/2021;59,78
05000250427;12/07/2021;3,03
05000250427;24/07/2021;36,16
05000250427;21/07/2021;117,26
05000250427;19/07/2021;26,91
05000250427;22/07/2021;188,35
05000250427;09/06/2021;147,70
05000250427;16/07/2021;100,14
05000247023;03/06/2021;8,11
05000247023;27/07/2021;150,37
05000247023;02/07/2021;63,05
05000247023;11/06/2021;185,78
05000247023;02/07/2021;42,86
05000247023;25/06/2021;49,68
05000247023;02/07/2021;137,53
05000247023;28/06/2021;75,54
05000247023;01/06/2021;177,97
05000247023;02/07/2021;135,36
05000247023;07/07/2021;140,56
05000247023;28/07/2021;137,26
05000247023;03/07/2021;128,82
05000247023;16/06/2021;94,67
05000247023;12/07/2021;61,69
05000247023;06/06/2021;179,75
05000247023;17/07/2021;138,99
05000247023;28/07/2021;37,36
05000247023;09/06/2021;186,27
05000247023;28/07/2021;84,99
05000247023;28/07/2021;154,55
05000247023;15/06/2021;189,32
05000247023;16/06/2021;86,88
05000247023;24/07/2021;180,10
05000247023;11/07/2021;116,23
05000247023;12/07/2021;163,82
05000247023;28/07/2021;42,76
05000247023;28/07/2021;96,16
05000245573;06/07/2021;12,97
05000245573;16/06/2021;2,37
05000245573;07/07/2021;175,32
05000245573;16/07/2021;182,17
05000245573;18/07/2021;32,18
05000245573;27/07/2021;71,67
05000245573;22/06/2021;60,22
05000245573;02/07/2021;48,07
05000245573;13/07/2021;63,42
05000245573;18/07/2021;108,28
05000245573;03/07/2021;163,83
05000245573;30/06/2021;186,24
05000245573;25/06/2021;195,64
05000245573;24/06/2021;86,97
05000245573;18/06/2021;199,27
05000245573;16/06/2021;154,87
05000245573;14/07/2021;137,03
05000242078;21/06/2021;3,11
05000242078;23/07/2021;18,74
05000242078;14/07/2021;59,44
05000242078;28/06/2021;155,16
05000242078;16/07/2021;106,09
05000242078;14/06/2021;120,78
05000242078;11/07/2021;196,76
05000242078;09/06/2021;166,71
05000242078;09/06/2021;133,05
05000242078;22/07/2021;99,44
05000242078;30/07/2021;4,82
05000242078;07/06/2021;18,83
05000242078;01/06/2021;195,11
05000242078;19/07/2021;115,82
05000242078;20/06/2021;129,84
05000242078;16/06/2021;117,95
05000242078;12/07/2021;42,10
05000242078;16/06/2021;22,98
05000241998;17/07/2021;190,74
05000241998;01/07/2021;1,13
05000241998;13/07/2021;109,92
05000241998;26/06/2021;14,89
05000241998;20/06/2021;83,60
05000241998;10/07/2021;143,49
05000241998;17/07/2021;181,57
05000241998;21/06/2021;47,91
05000241998;31/07/2021;17,23
05000241998;11/07/2021;194,21
05000241998;28/07/2021;49,24
05000241998;05/06/2021;38,62
05000241998;21/07/2021;20,58
05000241998;08/06/2021;6,83
05000241998;09/07/2021;98,83
05000241998;26/06/2021;7,11
05000241998;09/06/2021;41,61
05000241998;30/07/2021;158,15
05000241998;02/07/2021;65,25
05000241998;14/06/2021;95,91
05000241998;08/07/2021;193,57
05000241998;19/06/2021;96,19
05000241998;16/07/2021;104,39
05000241998;01/07/2021;56,28
05000241998;19/06/2021;121,45
05000241998;23/07/2021;138,84
05000241956;29/06/2021;154,45
05000241956;31/07/2021;140,93
05000241956;11/06/2021;122,07
05000241956;02/06/2021;153,17
05000241956;22/07/2021;10,26
05000241956;03/06/2021;47,91
05000241956;14/07/2021;116,01
05000241956;14/06/2021;109,85
05000241956;01/06/2021;156,38
05000241956;24/06/2021;161,22
05000241956;23/06/2021;82,25
05000241956;05/06/2021;57,70
05000241956;18/06/2021;177,14
05000241956;11/07/2021;74,48
05000241956;03/06/2021;7,44
05000241956;25/06/2021;96,61
05000241956;20/06/2021;109,02
05000241956;19/06/2021;133,89
05000241956;14/06/2021;180,22
05000241956;22/07/2021;185,55
05000241956;07/07/2021;4,48
05000241956;23/07/2021;50,75
05000241956;21/06/2021;173,59
05000241956;20/06/2021;48,43
05000239298;15/06/2021;18,50
05000239298;25/07/2021;170,20
05000239298;01/06/2021;161,42
05000239298;25/07/2021;188,88
05000239298;08/07/2021;189,37
05000239298;02/07/2021;89,83
05000239298;03/07/2021;156,34
05000239298;03/07/2021;2,71
05000239298;06/06/2021;53,24
05000239298;27/06/2021;82,94
05000239298;23/07/2021;154,66
05000239298;03/06/2021;180,84
05000239298;08/06/2021;163,05
05000239298;30/07/2021;30,59
05000239298;18/06/2021;36,80
05000239298;18/06/2021;39,77
05000239298;12/07/2021;111,65
05000237718;27/07/2021;90,21
05000237718;02/06/2021;119,11
05000237718;30/07/2021;196,54
05000237718;29/06/2021;141,33
05000237718;03/06/2021;195,34
05000237718;30/06/2021;45,59
05000237718;17/06/2021;154,67
05000237718;14/07/2021;94,02
05000237718;18/07/2021;3,44
05000237718;20/07/2021;145,79
05000237718;18/06/2021;71,99
05000237718;09/06/2021;65,89
05000237718;03/07/2021;54,13
05000237718;27/07/2021;197,65
05000237718;28/06/2021;195,70
05000237718;27/06/2021;153,12
05000237718;09/07/2021;163,44
05000237718;22/06/2021;146,02
05000237718;31/07/2021;23,74
05000237718;10/07/2021;151,64
05000237718;21/07/2021;10,34
05000237718;26/07/2021;148,27
05000237718;10/06/2021;152,49
05000237718;02/06/2021;17,53
05000235171;29/07/2021;6,23
05000235171;14/06/2021;85,74
05000235171;29/06/2021;158,65
05000235171;06/06/2021;7,20
05000235171;09/06/2021;15,91
05000235171;23/07/2021;187,23
05000235171;27/06/2021;102,41
05000235171;01/07/2021;188,79
05000235171;09/06/2021;172,95
05000235171;10/06/2021;74,67
05000235171;14/06/2021;102,27
05000235171;02/06/2021;75,14
05000235171;22/06/2021;18,56
05000235171;18/07/2021;159,52
05000235171;08/06/2021;72,42
05000235171;17/06/2021;31,15
05000235171;07/06/2021;37,40
05000235171;03/06/2021;17,64
05000235171;28/07/2021;93,27
05000235171;15/06/2021;167,52
05000235171;23/07/2021;94,75
05000235171;07/06/2021;35,14
05000234172;13/07/2021;140,11
05000234172;29/06/2021;184,50
05000234172;29/06/2021;110,15
05000234172;21/07/2021;101,47
05000234172;18/06/2021;188,52
05000234172;10/07/2021;99,73
05000234172;28/07/2021;8,30
05000234172;02/06/2021;71,71
05000234172;01/06/2021;71,40
05000234172;16/06/2021;185,18
05000234172;28/06/2021;81,50
05000234172;23/07/2021;20,68
05000234172;13/06/2021;89,64
05000234172;03/07/2021;138,12
05000234172;14/07/2021;97,73
05000234172;17/06/2021;95,58
05000234172;23/06/2021;68,59
05000233418;28/06/2021;6,09
05000233418;22/07/2021;199,34
05000233418;27/07/2021;42,27
05000233418;03/06/2021;113,83
05000233418;30/07/2021;162,66
05000233418;15/06/2021;187,54
05000233418;24/06/2021;67,35
05000233418;01/07/2021;110,88
05000233418;25/07/2021;15,08
05000233418;04/07/2021;153,67
05000233418;27/07/2021;162,93
05000233418;11/06/2021;52,12
05000231832;21/06/2021;176,41
05000231832;25/07/2021;60,87
05000231832;02/06/2021;74,66
05000231832;12/06/2021;101,60
05000231832;15/06/2021;46,69
05000231832;25/07/2021;81,36
05000231832;13/06/2021;194,78
05000231832;12/06/2021;81,23
05000231832;15/06/2021;102,63
05000231832;23/06/2021;60,68
05000231832;24/07/2021;152,90
05000231832;02/07/2021;73,34
05000231832;08/07/2021;153,81
05000231832;19/06/2021;139,89
05000231832;29/06/2021;134,62
05000231832;04/07/2021;86,34
05000231832;08/07/2021;149,63
05000231832;03/07/2021;52,49
05000231832;08/06/2021;152,17
05000231832;01/07/2021;69,74
05000231832;08/06/2021;13,81
05000231832;04/06/2021;124,59
05000231832;12/07/2021;100,54
05000231832;09/07/2021;85,12
05000231832;09/07/2021;117,06
05000226683;16/07/2021;7,54
05000226683;10/06/2021;31,59
05000226683;14/06/2021;175,16
05000226683;11/06/2021;149,95
05000226683;07/07/2021;63,11
05000226683;24/07/2021;123,95
05000226683;28/07/2021;135,95
05000226683;21/07/2021;153,90
05000226683;01/07/2021;31,53
05000226683;04/06/2021;122,38
05000226683;03/06/2021;134,91
05000226683;23/07/2021;4,23
05000226683;07/06/2021;199,80
05000226683;15/06/2021;71,09
05000226683;13/06/2021;14,22
05000226683;19/07/2021;181,15
05000226683;21/06/2021;60,80
05000226683;30/06/2021;50,88
05000226683;11/07/2021;35,73
05000226683;16/07/2021;20,88
05000226683;29/07/2021;13,92
05000226683;26/06/2021;114,38
05000226683;04/07/2021;157,65
05000226589;19/07/2021;40,45
05000226589;23/06/2021;19,65
05000226589;10/07/2021;82,35
05000226589;03/07/2021;14,59
05000226589;29/06/2021;183,71
05000226589;29/07/2021;59,14
05000226589;23/06/2021;188,05
05000226589;01/07/2021;187,43
05000226589;19/07/2021;164,06
05000226589;28/06/2021;61,35
05000226589;02/06/2021;56,10
05000226589;31/07/2021;144,96
05000226589;14/07/2021;120,45
05000226589;16/07/2021;168,96
05000226589;07/06/2021;118,33
05000226589;03/07/2021;170,33
05000226589;21/07/2021;147,46
05000226589;03/07/2021;46,46
05000226589;11/06/2021;13,33
05000226589;19/07/2021;19,32
05000225167;11/07/2021;31,10
05000225167;13/07/2021;69,77
05000225167;17/06/2021;125,70
05000225167;27/07/2021;178,39
05000225167;06/06/2021;45,41
05000225167;14/07/2021;76,52
05000225167;21/07/2021;100,79
05000225167;17/06/2021;198,93
05000225167;01/07/2021;26,93
05000225167;09/07/2021;163,16
05000225167;21/06/2021;180,18
05000225167;10/07/2021;14,32
05000225167;27/07/2021;31,97
05000225167;27/06/2021;21,47
05000225167;30/07/2021;102,44
05000225167;20/06/2021;151,32
05000225167;10/06/2021;19,81
05000225167;17/06/2021;19,86
05000225167;14/07/2021;191,56
05000223808;14/06/2021;74,62
05000223808;10/07/2021;71,65
05000223808;12/06/2021;36,62
05000223808;30/06/2021;145,18
05000223808;09/07/2021;79,86
05000223808;24/07/2021;23,87
05000223808;15/07/2021;120,59
05000223808;21/06/2021;144,70
05000223808;20/07/2021;44,08
05000223808;04/07/2021;143,07
05000223808;03/06/2021;172,17
05000223808;25/06/2021;191,03
05000223808;01/06/2021;54,34
05000223808;25/07/2021;125,84
05000223808;09/07/2021;44,47
05000223808;16/07/2021;118,77
05000223808;16/07/2021;184,01
05000223808;03/07/2021;106,60
05000223808;06/06/2021;103,53
05000223808;02/06/2021;16,75
05000220321;05/07/2021;124,38
05000220321;19/07/2021;75,92
05000220321;06/07/2021;157,07
05000220321;09/06/2021;110,37
05000220321;15/07/2021;151,19
05000220321;11/07/2021;127,73
05000220321;09/07/2021;176,94
05000220321;19/06/2021;1,37
05000220321;29/07/2021;52,56
05000220321;18/07/2021;68,63
05000220321;24/07/2021;43,34
05000220321;28/06/2021;42,49
05000220321;10/06/2021;124,29
05000220321;28/06/2021;173,54
05000220321;14/06/2021;173,30
05000220321;21/07/2021;88,50
05000220321;27/07/2021;57,50
05000220321;23/06/2021;50,93
05000220321;23/06/2021;86,77
05000220321;08/07/2021;145,99
05000220321;08/07/2021;40,72
05000220321;31/07/2021;17,11
05000220321;06/06/2021;61,26
05000220321;18/06/2021;124,62
05000220321;22/06/2021;182,33
05000220321;22/06/2021;127,59
05000220321;29/07/2021;188,98
05000220321;09/07/2021;168,41
05000219429;18/07/2021;46,13
05000219429;13/06/2021;77,56
05000219429;06/07/2021;71,49
05000219429;01/06/2021;197,98
05000219429;25/07/2021;57,02
05000219429;27/06/2021;163,23
05000219429;04/07/2021;127,39
05000219429;23/07/2021;149,80
05000219429;05/06/2021;192,33
05000219429;30/07/2021;157,92
05000219429;26/07/2021;9,70
05000219429;14/07/2021;159,68
05000219429;24/06/2021;188,66
05000219429;28/06/2021;111,04
05000219429;25/07/2021;170,13
05000219429;12/06/2021;58,63
05000219429;17/06/2021;127,45
05000219429;04/06/2021;157,84
05000214899;27/07/2021;159,42
05000214899;20/07/2021;41,74
05000214899;19/07/2021;107,76
05000214899;28/06/2021;101,19
05000214899;03/07/2021;134,49
05000214899;13/06/2021;21,37
05000214899;10/07/2021;195,13
05000214899;14/06/2021;100,11
05000214899;07/07/2021;132,24
05000214899;04/07/2021;179,77
05000214899;13/07/2021;121,77
05000214899;30/07/2021;154,04
05000214899;05/06/2021;7,23
05000214899;20/07/2021;35,96
05000214899;20/07/2021;111,83
05000214126;04/06/2021;131,73
05000214126;28/06/2021;175,77
05000214126;03/07/2021;7,47
05000214126;13/06/2021;121,98
05000214126;19/07/2021;169,45
05000214126;28/06/2021;84,68
05000214126;20/07/2021;101,77
05000214126;07/07/2021;31,43
05000214126;23/07/2021;22,44
05000214126;26/07/2021;165,43
05000214126;15/07/2021;146,08
05000214126;05/06/2021;89,43
05000214126;18/06/2021;154,44
05000214126;04/07/2021;191,31
05000214126;04/06/2021;114,62
05000214126;08/07/2021;29,91
05000214126;10/07/2021;44,20
05000214126;13/06/2021;95,95
05000214126;17/06/2021;135,65
05000214126;02/07/2021;185,96
05000213274;13/06/2021;107,19
05000213274;01/06/2021;38,58
05000213274;02/06/2021;196,54
05000213274;18/07/2021;157,31
05000213274;16/07/2021;12,68
05000213274;09/07/2021;37,45
05000213274;23/07/2021;176,35
05000213274;12/07/2021;182,53
05000213274;21/07/2021;147,61
05000213274;25/07/2021;31,26
05000213274;15/06/2021;59,38
05000213274;28/06/2021;184,20
05000213274;05/07/2021;71,95
05000213274;22/06/2021;24,52
05000213274;03/07/2021;123,88
05000213274;03/06/2021;51,03
05000213274;26/06/2021;186,73
05000213274;21/07/2021;38,93
05000213274;08/06/2021;115,37
05000213274;09/07/2021;62,38
05000213274;25/07/2021;29,20
05000210934;11/07/2021;151,59
05000210934;17/07/2021;48,96
05000210934;12/06/2021;196,64
05000210934;15/07/2021;74,20
05000210934;23/07/2021;175,67
05000210934;18/06/2021;189,79
05000210934;23/07/2021;118,68
05000210934;23/06/2021;197,01
05000210934;26/07/2021;12,89
05000210934;04/06/2021;76,71
05000210934;01/07/2021;154,81
05000210934;17/07/2021;63,18
05000210934;12/06/2021;59,73
05000210934;03/06/2021;125,87
05000210934;07/06/2021;150,99
05000210934;14/06/2021;165,49
05000210934;01/07/2021;160,56
05000210934;05/07/2021;147,85
05000210934;30/07/2021;146,35
05000210371;30/07/2021;126,89
05000210371;25/06/2021;155,69
05000210371;09/07/2021;137,09
05000210371;17/07/2021;193,73
05000210371;10/06/2021;2,54
05000210371;31/07/2021;127,71
05000210371;26/06/2021;141,91
05000210371;02/06/2021;23,83
05000210371;02/07/2021;139,49
05000210371;17/06/2021;48,89
05000210371;13/07/2021;196,94
05000210371;29/07/2021;179,90
05000210371;19/07/2021;56,39
05000210371;10/06/2021;8,06
05000210371;28/06/2021;69,60
05000210371;14/07/2021;22,18
05000208489;11/07/2021;85,25
05000208489;08/06/2021;22,40
05000208489;11/07/2021;82,57
05000208489;01/07/2021;75,18
05000208489;19/06/2021;69,53
05000208489;12/07/2021;17,80
05000208489;22/07/2021;107,44
05000208489;23/06/2021;162,59
05000208489;29/07/2021;117,02
05000208489;17/07/2021;46,05
05000208489;30/07/2021;21,56
05000208489;08/07/2021;113,82
05000208489;12/07/2021;77,68
05000208489;04/06/2021;24,55
05000208489;15/06/2021;167,75
05000208489;18/06/2021;32,18
05000208489;10/06/2021;166,45
05000208489;12/07/2021;148,15
05000208489;14/07/2021;189,46
05000208489;19/07/2021;143,23
05000208489;16/07/2021;73,23
05000208489;04/06/2021;16,81
05000206434;04/06/2021;82,68
05000206434;14/07/2021;95,65
05000206434;17/07/2021;68,39
05000206434;23/07/2021;162,08
05000206434;08/06/2021;32,38
05000206434;12/06/2021;90,15
05000206434;07/06/2021;20,15
05000206434;11/06/2021;37,92
05000206434;01/06/2021;148,44
05000206434;04/06/2021;197,02
05000206434;06/07/2021;119,52
05000206434;03/07/2021;116,92
05000206434;01/07/2021;132,08
05000206434;07/07/2021;158,44
05000206434;25/07/2021;10,31
05000206434;22/07/2021;157,96
05000206434;26/06/2021;114,45
05000206434;09/07/2021;13,02
05000206434;19/07/2021;65,55
05000206434;14/07/2021;135,59
05000206434;25/07/2021;24,40
05000206434;04/07/2021;165,22
05000206434;31/07/2021;69,66
05000206434;01/06/2021;184,25
05000203881;26/07/2021;125,81
05000203881;18/06/2021;118,58
05000203881;19/07/2021;1,92
05000203881;30/06/2021;177,36
05000203881;05/06/2021;170,55
05000203881;29/07/2021;67,92
05000203881;29/06/2021;163,61
05000203881;28/07/2021;9,71
05000203881;23/07/2021;159,91
05000203881;21/07/2021;139,63
05000203881;13/06/2021;144,85
05000203881;26/07/2021;87,41
05000203881;25/06/2021;62,91
05000203881;18/06/2021;109,75
05000203881;09/06/2021;140,62
05000203881;05/07/2021;194,88
05000203881;14/06/2021;66,13
05000203881;25/07/2021;82,01
05000203881;19/06/2021;106,47
05000200436;09/07/2021;97,08
05000200436;07/06/2021;135,12
05000200436;29/06/2021;128,81
05000200436;07/06/2021;31,74
05000200436;22/06/2021;192,75
05000200436;30/07/2021;94,35
05000200436;31/07/2021;137,35
05000200436;17/07/2021;112,24
05000200436;26/06/2021;142,49
05000200436;23/06/2021;23,86
05000200436;03/06/2021;129,01
05000200436;23/06/2021;174,92
05000200436;01/07/2021;34,58
05000200436;19/07/2021;104,86
05000200436;29/06/2021;158,64
05000200436;07/07/2021;88,91
05000200436;28/07/2021;10,31
05000200436;20/06/2021;150,70
05000200436;13/07/2021;194,86
05000200436;15/07/2021;97,64
05000200436;15/07/2021;103,96
05000200436;21/06/2021;51,30
05000200436;07/06/2021;152,86
05000200436;28/06/2021;107,18
05000200436;21/07/2021;180,84
05000200436;13/07/2021;88,05
05000195630;07/06/2021;61,73
05000195630;22/07/2021;76,78
05000195630;12/06/2021;28,55
05000195630;21/07/2021;114,37
05000195630;20/07/2021;160,59
05000195630;15/06/2021;131,84
05000195630;08/06/2021;61,36
05000195630;08/07/2021;151,47
